elexonBmUnit,nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
T_GYMRD-E11,GYMRD-E11,T_GYMRD-E11,,,Gwynt y Mor Offshore Wind Farm,T,FALSE,GyM OSPE est Dem 11,GYMOWL,-1,0,P,0.0016804,-0.603,-0.603,0,0,FALSE,TRUE,,,
T_GYMRD-W10,GYMRD-W10,T_GYMRD-W10,,,Gwynt y Mor Offshore Wind Farm,T,FALSE,GyM OSPW non est Dem 10,GYMOWL,-1,0,P,0.0016804,-0.016,-0.016,0,0,FALSE,TRUE,,,
T_GYMRD-W11,GYMRD-W11,T_GYMRD-W11,,,Gwynt y Mor Offshore Wind Farm,T,FALSE,GyM OSPW est Dem 11,GYMOWL,-1,0,P,0.0016804,-0.463,-0.463,0,0,FALSE,TRUE,,,
T_GYMR-15,GYMRO-15,T_GYMR-15,,WIND,Gwynt y Mor Offshore Wind Farm,T,TRUE,GyM OSPE 15,GYMOWL,-3,148,P,0.0016804,-1.2,-1.2,59.2,59.2,TRUE,FALSE,,,
T_GYMR-17,GYMRO-17,T_GYMR-17,,WIND,Gwynt y Mor Offshore Wind Farm,T,TRUE,GyM OSPE 17,GYMOWL,-3,148,P,0.0016804,-1.2,-1.2,59.2,59.2,TRUE,FALSE,,,
T_GYMR-26,GYMRO-26,T_GYMR-26,,WIND,Gwynt y Mor Offshore Wind Farm,T,TRUE,GyM OSPW 26,GYMOWL,-3,148,P,0.0016804,-1.2,-1.2,59.2,59.2,TRUE,FALSE,,,
T_GYMR-28,GYMRO-28,T_GYMR-28,,WIND,Gwynt y Mor Offshore Wind Farm,T,TRUE,GyM OSPW 28,GYMOWL,-3,148,P,0.0016804,-1.2,-1.2,59.2,59.2,TRUE,FALSE,,,
T_HADHW-1,HADHW-1,T_HADHW-1,48W00000HADHW-1J,WIND,SSE Renewables Wind Farms,T,TRUE,Hadyard Hill Wind Farm,SSERWFL,-0.66,130,P,-0.0075273,-0.264,-0.264,52,52,TRUE,FALSE,,,
T_HAGHW-2,HAGHW-2,T_HAGHW-2,,,HAGSHAW HILL REPOWERING LTD,T,TRUE,Hagshaw Repower 2,HAGHWF,-0.25,51.3,P,-0.0075273,-0.1,-0.1,20.52,20.52,TRUE,FALSE,,,
T_HAHAW-1,HAHAW-1,T_HAHAW-1,,WIND,HAGSHAW HILL REPOWERING LTD,T,TRUE,Hagshaw Repower 1,HAGHWF,-0.25,30.258,P,-0.0075273,-0.1,-0.1,12.103,12.103,TRUE,FALSE,,,
T_HALSW-1,HALSW-1,T_HALSW-1,,WIND,SP Renewables (UK) Limited,T,TRUE,Halsary Windfarm,SPCRE01,-1,30,P,-0.0347282,-0.4,-0.4,12,12,TRUE,FALSE,,,
,HAMHB-1,,,OTHER,,,,,,,,,,,,,,FALSE,FALSE,,,
,HAMHB-2,,,OTHER,,,,,,,,,,,,,,FALSE,FALSE,,,
,HAMHB-3,,,OTHER,,,,,,,,,,,,,,FALSE,FALSE,,,
,HAMHB-4,,,OTHER,,,,,,,,,,,,,,FALSE,FALSE,,,
,HAWFW-1,,,WIND,,,,,,,,,,,,,,FALSE,FALSE,,,
E_HAWKB-1,HAWKB-1,E_HAWKB-1,,,Tesla Motors Limited,E,TRUE,HawkersHill  Battery,TESLA,-20,20,P,0.0239908,-8,-8,8,8,TRUE,FALSE,_H,Southern,
E_HBHDW-1,HBHDW-1,E_HBHDW-1,48W00000HBHDW-18,WIND,LDV Harburnhead Ltd,E,TRUE,HARBURNHEADWF,HARBURN1,-0.22,51.7,P,-0.0075273,-0.088,-0.088,20.68,20.68,TRUE,FALSE,_N,South Scotland,
T_HEYM11,HEYM11,T_HEYM11,48W000000HEYM11C,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Heysham 1 Generator 1,BEGL001,-45,610,P,-0.0032071,-18,-18,244,244,TRUE,FALSE,,,
T_HEYM12,HEYM12,T_HEYM12,48W000000HEYM12A,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Heysham 1 Generator 2,BEGL001,-47,585,P,-0.0032071,-18.8,-18.8,234,234,TRUE,FALSE,,,
T_HEYM27,HEYM27,T_HEYM27,48W000000HEYM27Y,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Heysham 2 Generator 7,BEGL001,-27.008,660,P,-0.0032071,-10.803,-10.803,264,264,TRUE,FALSE,,,
T_HEYM28,HEYM28,T_HEYM28,48W000000HEYM28W,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Heysham 2 Generator 8,BEGL001,-41.776,676.152,P,-0.0032071,-16.71,-16.71,270.461,270.461,TRUE,FALSE,,,
T_HEYM2-D,HEYM2D-1,T_HEYM2-D,,,EDF Energy Nuclear Generation,T,TRUE,Heysham 2 Station Demand,BEGL001,-75,0,P,-0.0032071,-30,-30,0,0,TRUE,FALSE,,,
2__HFSEN006,HFSE02,2__HFSEN006,,,F & S Energy Ltd,S,TRUE,2__HFSENOK6,FSE0001,0,0,C,0.0239908,0,0,0,0,FALSE,FALSE,_H,Southern,
T_HINB-7,HINB-7,T_HINB-7,48W000000HINB-77,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Hinkley Point B Generator 7,BEGL001,0,0,C,0.0270702,0,0,0,0,FALSE,FALSE,,,
T_HINB-8,HINB-8,T_HINB-8,48W000000HINB-85,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Hinkley Point B Generator 8,BEGL001,0,0,C,0.0270702,0,0,0,0,FALSE,FALSE,,,
T_HINB-D,HINBD-1,T_HINB-D,,,EDF Energy Customers Limited,T,TRUE,Hinkley Point B Station Demand,LENCO,-8,10,P,0.0270702,-3.2,-3.2,4,4,TRUE,FALSE,,,
V__KHABI007,HIRWB-1,V__KHABI007,,,Habitat Energy Limited,V,TRUE,Hirwaun,HABITAT,0,0,C,0.0200976,0,0,0,0,FALSE,FALSE,_K,South Wales,
T_HIRWN-1,HIRWN-1,T_HIRWN-1,48W00000HIRWN-1P,OCGT,Hirwaun Power Limited,T,FALSE,Hirwaun 1,HPL,-16,299,P,0.0200976,0,0,0,0,FALSE,FALSE,,,
2__HJERE000,HJERE000,2__HJERE000,,,Shell Energy UK Limited,G,FALSE,2__HJERE000,AMPERE,0,0,C,0.0265572,0,0,0,0,FALSE,FALSE,_H,Southern,
E_HLGLW-1,HLGLW-1,E_HLGLW-1,48W00000HLGLW-1F,WIND,ENGIE Power Limited,E,TRUE,Hill of Glaschyle,RWETDL,-0.4,28,C,-0.0347282,-0.16,-0.16,11.2,11.2,TRUE,FALSE,_P,North Scotland,
V__GFORS004,HLLHG-1,V__GFORS004,,,Forsa Trading Limited,V,TRUE,V__GFORS004,FORSA,0,20,P,-0.0032071,0,0,4.6,4.6,TRUE,FALSE,_G,North Western,
E_HLTWW-1,HLTWW-1,E_HLTWW-1,48W00000HLTWW-1U,WIND,ScottishPower Energy Retail,E,TRUE,Hill of Towie,SPSUP01,-1,48.41,P,-0.0347282,-0.4,-0.4,19.364,19.364,TRUE,FALSE,_P,North Scotland,
T_HMGTO-1,HMGTO-1,T_HMGTO-1,48W00000HMGTO-10,WIND,RWE Renewables UK Humber Wind,T,TRUE,Humber Offshore Wind Farm BMU1,HMBRWNDL,-6,108,P,-0.0041544,-2.4,-2.4,43.2,43.2,TRUE,FALSE,,,
T_HMGTO-2,HMGTO-2,T_HMGTO-2,48W00000HMGTO-2Z,WIND,RWE Renewables UK Humber Wind,T,TRUE,Humber Offshore Wind Farm BMU2,HMBRWNDL,-6.2,111,P,-0.0041544,-2.48,-2.48,44.4,44.4,TRUE,FALSE,,,
T_HOWAO-1,HOWAO-1,T_HOWAO-1,48W00000HOWAO-1M,WIND,Hornsea 1 Limited,T,TRUE,HORNSEA_1A,DONG013,-6.22,400,P,-0.0041544,-2.488,-2.488,160,160,TRUE,FALSE,,,
T_HOWAO-2,HOWAO-2,T_HOWAO-2,48W00000HOWAO-2K,WIND,Hornsea 1 Limited,T,TRUE,HORNSEA_1B,DONG013,-7.26,400,P,-0.0041544,-2.904,-2.904,160,160,TRUE,FALSE,,,
T_HOWAO-3,HOWAO-3,T_HOWAO-3,48W00000HOWAO-3I,WIND,Hornsea 1 Limited,T,TRUE,HORNSEA_1C,DONG013,-7.3,400,P,-0.0041544,-2.92,-2.92,160,160,TRUE,FALSE,,,
T_HOWBO-1,HOWBO-1,T_HOWBO-1,48W00000HOWBO-3H,WIND,Breesea Limited,T,TRUE,HORNSEA_WF_2A,ORSTED01,-8.741,440,P,-0.0041544,-3.496,-3.496,176,176,TRUE,FALSE,,,
T_HOWBO-2,HOWBO-2,T_HOWBO-2,48W00000HOWBO-2F,WIND,Sonningmay Wind Limited,T,TRUE,HORNSEA_WF_2B,ORSTED02,-5.805,440,P,-0.0041544,-2.322,-2.322,176,176,TRUE,FALSE,,,
T_HOWBO-3,HOWBO-3,T_HOWBO-3,48W00000HOWBO-3D,WIND,Soundmark Wind Limited,T,TRUE,HORNSEA_WF_2C,ORSTED03,-5.346,440,P,-0.0041544,-2.138,-2.138,176,176,TRUE,FALSE,,,
E_HRHLW-1,HRHLW-1,E_HRHLW-1,,WIND,SP Renewables (UK) Limited,E,TRUE,Hare Hill Extension Windfarm,SPCRE01,-2,30,P,-0.0075273,-0.8,-0.8,12,12,TRUE,FALSE,_N,South Scotland,
T_HRSTB-1,HRSTB-1,T_HRSTB-1,48W00000HRSTB-1J,,SP Renewables (UK) Limited,T,TRUE,T_HRSTB-1,SPCRE01,-52,52,C,-0.0075273,-4.867,-4.867,4.867,4.867,FALSE,FALSE,,,
T_HRSTW-1,HRSTW-1,T_HRSTW-1,48W00000HRSTW-19,WIND,SP Renewables (UK) Limited,T,TRUE,Harestanes,SPCRE01,-51,142.3,P,-0.0075273,-20.4,-20.4,56.92,56.92,TRUE,FALSE,,,
T_HRTL-1,HRTL-1,T_HRTL-1,48W000000HRTL-16,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Hartlepool Generator 1,BEGL001,-51.072,620,P,-0.005034,-20.429,-20.429,248,248,TRUE,FALSE,,,
T_HRTL-2,HRTL-2,T_HRTL-2,48W000000HRTL-24,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Hartlepool Generator 2,BEGL001,-47.928,620,P,-0.005034,-19.171,-19.171,248,248,TRUE,FALSE,,,
V__FFORS001,HRTMG-1,V__FFORS001,,,Forsa Trading Limited,V,TRUE,V__FFORS001,FORSA,0,50,P,-0.005034,0,0,11.5,11.5,TRUE,FALSE,_F,Northern,
2__HIMPO002,HSSE01,2__HIMPO002,,,SSE Energy Supply Limited,S,TRUE,2__HIMPO002,SSE,-51.842,50.041,C,0.0239908,-20.737,-20.737,20.016,20.016,TRUE,FALSE,_H,Southern,
T_HUMR-1,HUMR-1,T_HUMR-1,48W100000HUMR-1N,CCGT,VPI Immingham LLP,T,TRUE,HUMR-1,ICHPLLP,-30,1283,P,-0.0041544,-12,-12,513.2,513.2,TRUE,FALSE,,,
T_HUMR-2,HUMR-2,T_HUMR-2,48W000000HUMR-2Y,,VPI Immingham Energy Park A,T,TRUE,HUMR-2,EPALTD,-8.36,50,P,-0.0041544,-3.344,-3.344,20,20,TRUE,FALSE,,,
,HUMR-4,,,OCGT,,,,,,,,,,,,,,FALSE,FALSE,,,
T_HUMRD-1,HUMRD-1,T_HUMRD-1,,,VPI Immingham LLP,T,FALSE,HUMRD-1,ICHPLLP,-66.7,20,P,-0.0041544,-59.136,-59.136,17.732,17.732,FALSE,TRUE,,,
T_HUNB-7,HUNB-7,T_HUNB-7,48W000000HUNB-79,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Hunterston B Generator 7,BEGL001,0,510,P,-0.0070039,0,0,204,204,TRUE,FALSE,,,
T_HUNB-8,HUNB-8,T_HUNB-8,48W000000HUNB-87,NUCLEAR,EDF Energy Nuclear Generation,T,TRUE,Hunterston B Generator 8,BEGL001,0,510,P,-0.0070039,0,0,204,204,TRUE,FALSE,,,
T_HUNB-D,HUNBD-1,T_HUNB-D,,,EDF Energy Customers Limited,T,TRUE,Hunterston B Station Demand,LENCO,-4,0,C,-0.0075273,-3.523,-3.523,0,0,FALSE,FALSE,,,
E_HYWDW-1,HYWDW-1,E_HYWDW-1,48W00000HYWDW-1G,WIND,HYWINDSC,E,TRUE,Hywind Generator BMU1,HYWINDSC,-0.803,30,P,-0.0347282,-0.321,-0.321,12,12,TRUE,FALSE,_P,North Scotland,
I_I2D-ALEU1,I2D-ALEU1,I_I2D-ALEU1,,,Alphataraxia Europium BV,I,TRUE,ATX_IFA2_DEM,ATX,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-ALIP1,I2D-ALIP1,I_I2D-ALIP1,,,Energetick ApS,I,TRUE,Flow from UK,ALPSNRG,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-ALPE1,I2D-ALPE1,I_I2D-ALPE1,,,Alpha Energy ApS,I,TRUE,IFA2 Demand,ALPHAENE,-500,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-ARON1,I2D-ARON1,I_I2D-ARON1,,,J.Aron & Company,I,TRUE,IFA2 JAron GB-FR Flow,JARON,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-AROS1,I2D-AROS1,I_I2D-AROS1,,,Arosource ApS,I,TRUE,AROS Flow FROM UK,AROSOURC,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-ARTH1,I2D-ARTH1,I_I2D-ARTH1,,,Aarhus Trading A/S,I,TRUE,I_I2D-ARTH1,ATAS,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-ATLS1,I2D-ATLS1,I_I2D-ATLS1,,,Atlas Energy DAC,I,TRUE,Atlas GB-FRIFA2,AED75443,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-AXPO1,I2D-AXPO1,I_I2D-AXPO1,,,Axpo Solutions AG,I,TRUE,I_I2D-AXPO1,EGL,-150,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-BAYW1,I2D-BAYW1,I_I2D-BAYW1,,,Baywa r.e. Energy Trading GmbH,I,TRUE,Flow from UK over IFA2,B9R3T560,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-BDEN1,I2D-BDEN1,I_I2D-BDEN1,,,BD Energy A/S,I,TRUE,BDE FROM UK,BDENERGY,-720,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-BKWE1,I2D-BKWE1,I_I2D-BKWE1,,,BKW Energie AG,I,TRUE,IFA2 Link BKW Flow GB-FR,BKW,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-BNPS1,I2D-BNPS1,I_I2D-BNPS1,,,BNP Paribas,I,TRUE,BNPP Flow FROM UK,BNPP,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-BPGM1,I2D-BPGM1,I_I2D-BPGM1,,,BP Gas Marketing Limited,I,TRUE,I_I2D-BPGM1,BPGAS,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-CACM1,I2D-CACM1,I_I2D-CACM1,,,C A Commodities A/S,I,TRUE,IFA2 Flow out of UK,CACOMAS,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-CBST1,I2D-CBST1,I_I2D-CBST1,,,Cobblestone Energy,I,TRUE,Cobblestone Energy Ltd,CBBLESTN,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-CCME1,I2D-CCME1,I_I2D-CCME1,,,Castleton Commodities Europe,I,TRUE,CCME FROM UK,CASTLEEU,-1014,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-CENT1,I2D-CENT1,I_I2D-CENT1,,,Centrica Energy Limited,I,TRUE,IF2NEASDEM,ACCORD,-2000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-CETL1,I2D-CETL1,I_I2D-CETL1,,,Conrad Energy (Trading) Ltd,I,TRUE,CONRAD FROM UK,CONRAD,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-CEZC1,I2D-CEZC1,I_I2D-CEZC1,,,CEZ A.S,I,TRUE,IFA2 Export,45274649,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-CFPE1,I2D-CFPE1,I_I2D-CFPE1,,,CFP Commodities Limited,I,TRUE,CFPE1 FROM UK,CFPC1,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-CNGS1,I2D-CNGS1,I_I2D-CNGS1,,,Cenergise Limited,I,TRUE,CNGS_D_IFA2,CEGISE,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-CNRE1,I2D-CNRE1,I_I2D-CNRE1,,,Compagnie Nationale du Rhone,I,TRUE,I_I2D-CNRE1,CNRP,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-COMM1,I2D-COMM1,I_I2D-COMM1,,,COMCOM Trading d.o.o,I,TRUE,I_I2D-COMM1,COMCOM,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-CONS1,I2D-CONS1,I_I2D-CONS1,,,Constellation Generation LTD,I,TRUE,Constellation IFA2 Cons,EXGENLIM,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-CONV1,I2D-CONV1,I_I2D-CONV1,,,Convex Energy GmbH,I,TRUE,I2D-CONV1,GEAG,-500,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-COPN1,I2D-COPN1,I_I2D-COPN1,,,Copenhagen Energy Trading A/S,I,TRUE,CET_IFA2,CET1234,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-CURR1,I2D-CURR1,I_I2D-CURR1,,,Current Commodities A/S,I,TRUE,I_I2D-CURR1,CURRENT,-2000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-DARE1,I2D-DARE1,I_I2D-DARE1,,,Dare Power Ltd,I,TRUE,I_I2D-DARE1,DARE,-2000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-DMCC1,I2D-DMCC1,I_I2D-DMCC1,,,Cobblestone Energy DMCC,I,TRUE,Cobblestone Energy DMCC,OLDKENT,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-DSKC1,I2D-DSKC1,I_I2D-DSKC1,,,Danske Commodities A/S,I,TRUE,DC-IFA2-C,DANSKE,-1500,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-DUEN1,I2D-DUEN1,I_I2D-DUEN1,,,Duferco Energia S.p.A.,I,TRUE,IF2_UK-FR,DUCEX123,-200,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-DUGE1,I2D-DUGE1,I_I2D-DUGE1,,,DXT Commodities SA,I,TRUE,DXT UK-FR2,DUFENERG,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-DVAL1,I2D-DVAL1,I_I2D-DVAL1,,,DVALIN ApS,I,TRUE,I_I2D-DVAL1,DVALIN,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-DVTD1,I2D-DVTD1,I_I2D-DVTD1,,,DV Trading (Europe) P/S,I,TRUE,DV GB-FRIFA2,DVTRAD45,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-EDFT1,I2D-EDFT1,I_I2D-EDFT1,,,EDF TRADING LIMITED,I,TRUE,EDFT IFA2 Demand,EDFT,-1066.502,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-EDMK1,I2D-EDMK1,I_I2D-EDMK1,,,Mind Energy A/S,I,TRUE,Energidk2_D,ENERGIDK,-1500,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-ELEE1,I2D-ELEE1,I_I2D-ELEE1,,,Electrabel SA,I,TRUE,I2D-ELEE1,ELECBEL,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-ELTR1,I2D-ELTR1,I_I2D-ELTR1,,,ElectroRoute Energy Trading,I,TRUE,EETL IFA2 FRGB BMU,ELECTRO,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-ENBW1,I2D-ENBW1,I_I2D-ENBW1,,,EnBW Energie Ba-Wu AG,I,TRUE,I_I2D-ENBW1,ENBWNPT,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-ENKI1,I2D-ENKI1,I_I2D-ENKI1,,,ENKI TRADING S.R.O.,I,TRUE,NANOTRAD Dem,NANOTRD,-500,0,C,0.0173987,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-ENSC1,I2D-ENSC1,I_I2D-ENSC1,,,EnSCo Energy Services Company,I,TRUE,Flow from UK,ENSCOAG,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-ENSP1,I2D-ENSP1,I_I2D-ENSP1,,,enspired GmbH,I,TRUE,I2-ENSP-TO-UK,ENSPIRED,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-ENTC1,I2D-ENTC1,I_I2D-ENTC1,,,Energetech Europe BV,I,TRUE,ENTC1 from UK,ENERGETE,-500,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-ENZL1,I2D-ENZL1,I_I2D-ENZL1,,,ENZOL Energy Trading ApS,I,TRUE,IFA2 flow FROM UK,ENZOL,-800,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-EPCO1,I2D-EPCO1,I_I2D-EPCO1,,,EP COMMODITIES A.S,I,TRUE,EPCAS_IFA2_DEM,EPCAS,-300,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-EWII1,I2D-EWII1,I_I2D-EWII1,,,EWII Energi A/S,I,TRUE,EWII-UK-TO-IFA2,EWII6000,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-EXXO1,I2D-EXXO1,I_I2D-EXXO1,,,EXXONMOBIL GAS MARKETING,I,TRUE,From UK,EM123,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-EZCO1,I2D-EZCO1,I_I2D-EZCO1,,,ENZEE Commodities A/S,I,TRUE,Flow from UK,ENZEE,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-EZPD1,I2D-EZPD1,I_I2D-EZPD1,,,Ezpada AG,I,TRUE,Ezpada AG,11XEZPAG,-500,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-FLEX1,I2D-FLEX1,I_I2D-FLEX1,,,CFP FlexPower GmbH,I,TRUE,I_I2D-FLEX1,FLXPWR,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-GASE1,I2D-GASE1,I_I2D-GASE1,,,ENGIE GLOBAL MARKETS,I,TRUE,IFA2 EGM flow GB-FR,GASELYS,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-GAZP1,I2D-GAZP1,I_I2D-GAZP1,,,SEFE Marketing & Trading LTD,I,TRUE,GAZP_IFA2_D,GAZPROM,-500,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-GENI1,I2D-GENI1,I_I2D-GENI1,,,"GEN-I, d.o.o.",I,TRUE,From UK,GENI,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-GLEN1,I2D-GLEN1,I_I2D-GLEN1,,,Glencore Energy UK Ltd,I,TRUE,Flow from UK,GENUK,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-GRMC1,I2D-GRMC1,I_I2D-GRMC1,,,A/S Global Risk Management Ltd,I,TRUE,Flows out of  the UK,GRMC,-1000,0,C,0.0160206,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-GRMT1,I2D-GRMT1,I_I2D-GRMT1,,,A/S Global Risk Management Ltd,I,TRUE,GRM,GLOBAL,-500,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-HART1,I2D-HART1,I_I2D-HART1,,,HAPPGCO,I,TRUE,Flow from UK,HEPGCO,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-HELI1,I2D-HELI1,I_I2D-HELI1,,,Helios Power Trading A/S,I,TRUE,HELIOS IFA2 DEM,HELIOS,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-IBES1,I2D-IBES1,I_I2D-IBES1,,,Iberdrola Energia Espana S.AU.,I,TRUE,IBES_IFA2_DEM,IBEGENES,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-IDCT1,I2D-IDCT1,I_I2D-IDCT1,,,Inductive Energy A/S,I,TRUE,Induct_UKIFA2,INDUCTIV,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-IMPT1,I2D-IMPT1,I_I2D-IMPT1,,,Impact Energy Trading A/S,I,TRUE,Flow from UK,IMPACT25,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-INCM1,I2D-INCM1,I_I2D-INCM1,,,IN COMMODITIES A/S,I,TRUE,IFA2INCOMASC,INCOMAS,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-JWME1,I2D-JWME1,I_I2D-JWME1,,,JWM Energia,I,TRUE,I_I2D-JWME1,JWM,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-KVAS1,I2D-KVAS1,I_I2D-KVAS1,,,Kvasir Technologies,I,TRUE,I_I2D-KVAS1,KVASIR,-50,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-MCRA1,I2D-MCRA1,I_I2D-MCRA1,,,Mercuria Energy Trading SA,I,TRUE,Mercuria flow from UK,METSA,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-MFTE1,I2D-MFTE1,I_I2D-MFTE1,,,MFT Energy A/S,I,TRUE,MFTE IFA2 Demand,MFTE,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-MQBN1,I2D-MQBN1,I_I2D-MQBN1,,,Macquarie Bank Limited,I,TRUE,Macquarie Bank IFA2,MBLLO,-1000,0,C,0.0239908,0,0,0,0,FALSE,FALSE,,,IFA2
I_I2D-NDPL1,I2D-NDPL1,I_I2D-NDPL1,,,European Market Coupling,I,TRUE,NDPL-IFA2-C,NORDPOOL,-1150,0,C,0.0178854,0,0,0,0,FALSE,FALSE,,,IFA2
